date,league,t1,t2,game,bet_type,bet_line,ROI,House,status,odds,profit
2023-10-24 16:04:21,IC,Finetwork KOI,BWE Esports,1,under,total_kills 30.5,32.09%,Dafabet,win,1.851,0.85
2023-10-24 16:59:07,IC,Finetwork KOI,BWE Esports,2,under,total_kills 30.5,32.09%,Dafabet,win,1.851,0.85
2023-10-24 17:50:21,IC,Ramboot Club,UCAM Tokiers,1,under,game_duration 31.0,20.83%,Dafabet,loss,1.79,-1.0
2023-10-24 18:46:29,IC,UCAM Tokiers,Ramboot Club,2,under,game_duration 31.0,20.83%,Dafabet,win,1.79,0.79
2023-10-25 16:05:40,IC,Los Heretics,Wizards,1,over,game_duration 29.0,63.49%,Dafabet,win,2.102,1.1
2023-10-25 16:58:26,IC,Los Heretics,Wizards,2,over,game_duration 29.0,63.49%,Dafabet,loss,2.102,-1.0
2023-10-25 17:52:06,IC,White Dragons,Rebels Gaming,1,FD,first_dragon White Dragons,38.51%,Dafabet,loss,2.131,-1.0
2023-10-25 18:40:11,IC,Rebels Gaming,White Dragons,2,FD,first_dragon White Dragons,38.51%,Dafabet,loss,2.131,-1.0
2023-10-25 17:52:06,IC,White Dragons,Rebels Gaming,1,under,total_kills 30.5,31.11%,Dafabet,win,1.851,0.85
2023-10-25 18:40:11,IC,Rebels Gaming,White Dragons,2,under,total_kills 30.5,31.11%,Dafabet,win,1.851,0.85
2023-10-26 09:58:42,WLDs,MAD Lions,Weibo Gaming,1,over,total_kills 23.5,17.29%,Dafabet,win,1.852,0.85
2023-10-26 10:55:24,WLDs,MAD Lions,Weibo Gaming,2,over,total_kills 23.5,17.29%,Dafabet,win,1.852,0.85
2023-10-26 09:58:42,WLDs,MAD Lions,Weibo Gaming,1,over,total_kills 24.5,21.09%,Dafabet,win,1.912,0.91
2023-10-26 10:55:24,WLDs,MAD Lions,Weibo Gaming,2,over,total_kills 24.5,21.09%,Dafabet,loss,1.912,-1.0
2023-10-26 09:58:42,WLDs,MAD Lions,Weibo Gaming,1,over,game_duration 29.0,12.86%,Dafabet,win,1.782,0.78
2023-10-26 10:55:24,WLDs,MAD Lions,Weibo Gaming,2,over,game_duration 29.0,12.86%,Dafabet,loss,1.782,-1.0
2023-10-26 07:10:58,WLDs,Cloud9,Fnatic,1,under,total_dragons 4.5,14.38%,Bet365,loss,1.83,-1.0
2023-10-26 08:12:12,WLDs,Fnatic,Cloud9,2,under,total_dragons 4.5,14.38%,Bet365,win,1.83,0.83
2023-10-26 08:59:34,WLDs,Cloud9,Fnatic,3,under,total_dragons 4.5,14.38%,Bet365,loss,1.83,-1.0
2023-10-26 07:10:58,WLDs,Cloud9,Fnatic,1,under,total_towers 12.5,12.50%,Bet365,win,1.8,0.8
2023-10-26 08:12:12,WLDs,Fnatic,Cloud9,2,under,total_towers 12.5,12.50%,Bet365,loss,1.8,-1.0
2023-10-26 08:59:34,WLDs,Cloud9,Fnatic,3,under,total_towers 12.5,12.50%,Bet365,loss,1.8,-1.0
2023-10-26 07:10:58,WLDs,Cloud9,Fnatic,1,over,total_kills 25.5,5.22%,Bet365,win,1.83,0.83
2023-10-26 08:12:12,WLDs,Fnatic,Cloud9,2,over,total_kills 25.5,5.22%,Bet365,win,1.83,0.83
2023-10-26 08:59:34,WLDs,Cloud9,Fnatic,3,over,total_kills 25.5,5.22%,Bet365,win,1.83,0.83
2023-10-26 07:10:58,WLDs,Cloud9,Fnatic,1,under,game_duration 32.5,23.53%,Bet365,loss,1.83,-1.0
2023-10-26 08:12:12,WLDs,Fnatic,Cloud9,2,under,game_duration 32.5,23.53%,Bet365,win,1.83,0.83
2023-10-26 08:59:34,WLDs,Cloud9,Fnatic,3,under,game_duration 32.5,23.53%,Bet365,win,1.83,0.83
2023-10-26 07:10:58,WLDs,Cloud9,Fnatic,1,under,total_barons 1.5,15.00%,Bet365,loss,2.0,-1.0
2023-10-26 08:12:12,WLDs,Fnatic,Cloud9,2,under,total_barons 1.5,15.00%,Bet365,win,2.0,1.0
2023-10-26 08:59:34,WLDs,Cloud9,Fnatic,3,under,total_barons 1.5,15.00%,Bet365,loss,2.0,-1.0
2023-10-26 09:58:42,WLDs,MAD Lions,Weibo Gaming,1,over,total_towers 11.5,26.67%,Bet365,win,2.0,1.0
2023-10-26 10:55:24,WLDs,MAD Lions,Weibo Gaming,2,over,total_towers 11.5,26.67%,Bet365,win,2.0,1.0
2023-10-26 09:58:42,WLDs,MAD Lions,Weibo Gaming,1,over,total_kills 24.5,15.90%,Bet365,win,1.83,0.83
2023-10-26 10:55:24,WLDs,MAD Lions,Weibo Gaming,2,over,total_kills 24.5,15.90%,Bet365,loss,1.83,-1.0
2023-10-26 09:58:42,WLDs,MAD Lions,Weibo Gaming,1,under,total_inhibitors 1.5,10.83%,Bet365,win,1.9,0.9
2023-10-26 10:55:24,WLDs,MAD Lions,Weibo Gaming,2,under,total_inhibitors 1.5,10.83%,Bet365,loss,1.9,-1.0
2023-10-26 09:58:42,WLDs,MAD Lions,Weibo Gaming,1,over,total_barons 1.5,22.99%,Bet365,loss,2.75,-1.0
2023-10-26 10:55:24,WLDs,MAD Lions,Weibo Gaming,2,over,total_barons 1.5,22.99%,Bet365,win,2.75,1.75
2023-10-27 07:12:51,WLDs,Dplus KIA,GAM Esports,1,over,game_duration 28.0,30.48%,Dafabet,loss,1.933,-1.0
2023-10-27 08:00:54,WLDs,GAM Esports,Dplus KIA,2,over,game_duration 28.0,30.48%,Dafabet,loss,1.933,-1.0
2023-10-27 07:12:51,WLDs,Dplus KIA,GAM Esports,1,over,total_barons 1.5,19.38%,Dafabet,loss,2.653,-1.0
2023-10-27 08:00:54,WLDs,GAM Esports,Dplus KIA,2,over,total_barons 1.5,19.38%,Dafabet,loss,2.653,-1.0
2023-10-27 08:51:38,WLDs,KT Rolster,LNG Esports,1,under,total_kills 24.5,32.71%,Dafabet,win,1.966,0.97
2023-10-27 09:46:51,WLDs,KT Rolster,LNG Esports,2,under,total_kills 24.5,32.71%,Dafabet,win,1.966,0.97
2023-10-27 10:40:01,WLDs,LNG Esports,KT Rolster,3,under,total_kills 24.5,32.71%,Dafabet,win,1.966,0.97
2023-10-27 08:51:38,WLDs,KT Rolster,LNG Esports,1,under,game_duration 31.0,20.06%,Dafabet,loss,2.001,-1.0
2023-10-27 09:46:51,WLDs,KT Rolster,LNG Esports,2,under,game_duration 31.0,20.06%,Dafabet,loss,2.001,-1.0
2023-10-27 10:40:01,WLDs,LNG Esports,KT Rolster,3,under,game_duration 31.0,20.06%,Dafabet,win,2.001,1.0
2023-10-27 08:51:38,WLDs,KT Rolster,LNG Esports,1,under,total_barons 1.5,6.60%,Dafabet,loss,1.854,-1.0
2023-10-27 09:46:51,WLDs,KT Rolster,LNG Esports,2,under,total_barons 1.5,6.60%,Dafabet,loss,1.854,-1.0
2023-10-27 10:40:01,WLDs,LNG Esports,KT Rolster,3,under,total_barons 1.5,6.60%,Dafabet,win,1.854,0.85
2023-10-27 07:12:51,WLDs,Dplus KIA,GAM Esports,1,over,total_dragons 3.5,35.00%,Bet365,win,1.8,0.8
2023-10-27 08:00:54,WLDs,GAM Esports,Dplus KIA,2,over,total_dragons 3.5,35.00%,Bet365,win,1.8,0.8
2023-10-27 07:12:51,WLDs,Dplus KIA,GAM Esports,1,over,total_towers 11.5,26.00%,Bet365,loss,2.1,-1.0
2023-10-27 08:00:54,WLDs,GAM Esports,Dplus KIA,2,over,total_towers 11.5,26.00%,Bet365,loss,2.1,-1.0
2023-10-27 07:12:51,WLDs,Dplus KIA,GAM Esports,1,over,total_kills 22.5,28.10%,Bet365,loss,1.83,-1.0
2023-10-27 08:00:54,WLDs,GAM Esports,Dplus KIA,2,over,total_kills 22.5,28.10%,Bet365,win,1.83,0.83
2023-10-27 07:12:51,WLDs,Dplus KIA,GAM Esports,1,over,game_duration 27.5,28.10%,Bet365,loss,1.83,-1.0
2023-10-27 08:00:54,WLDs,GAM Esports,Dplus KIA,2,over,game_duration 27.5,28.10%,Bet365,loss,1.83,-1.0
2023-10-27 07:12:51,WLDs,Dplus KIA,GAM Esports,1,over,total_barons 1.5,68.75%,Bet365,loss,3.75,-1.0
2023-10-27 08:00:54,WLDs,GAM Esports,Dplus KIA,2,over,total_barons 1.5,68.75%,Bet365,loss,3.75,-1.0
2023-10-27 07:12:51,WLDs,Dplus KIA,GAM Esports,1,over,total_kills 23.5,5.22%,Bet365,loss,1.83,-1.0
2023-10-27 08:00:54,WLDs,GAM Esports,Dplus KIA,2,over,total_kills 23.5,5.22%,Bet365,win,1.83,0.83
2023-10-27 07:12:51,WLDs,Dplus KIA,GAM Esports,1,under,total_inhibitors 1.5,6.65%,Bet365,loss,2.37,-1.0
2023-10-27 08:00:54,WLDs,GAM Esports,Dplus KIA,2,under,total_inhibitors 1.5,6.65%,Bet365,win,2.37,1.37
2023-10-27 08:51:38,WLDs,KT Rolster,LNG Esports,1,under,total_kills 24.5,23.53%,Bet365,win,1.83,0.83
2023-10-27 09:46:51,WLDs,KT Rolster,LNG Esports,2,under,total_kills 24.5,23.53%,Bet365,win,1.83,0.83
2023-10-27 10:40:01,WLDs,LNG Esports,KT Rolster,3,under,total_kills 24.5,23.53%,Bet365,win,1.83,0.83
2023-10-27 08:51:38,WLDs,KT Rolster,LNG Esports,1,under,game_duration 31.5,18.95%,Bet365,loss,1.83,-1.0
2023-10-27 09:46:51,WLDs,KT Rolster,LNG Esports,2,under,game_duration 31.5,18.95%,Bet365,loss,1.83,-1.0
2023-10-27 10:40:01,WLDs,LNG Esports,KT Rolster,3,under,game_duration 31.5,18.95%,Bet365,win,1.83,0.83
2023-10-27 08:51:38,WLDs,KT Rolster,LNG Esports,1,under,total_inhibitors 1.5,18.75%,Bet365,loss,1.9,-1.0
2023-10-27 09:46:51,WLDs,KT Rolster,LNG Esports,2,under,total_inhibitors 1.5,18.75%,Bet365,loss,1.9,-1.0
2023-10-27 10:40:01,WLDs,LNG Esports,KT Rolster,3,under,total_inhibitors 1.5,18.75%,Bet365,win,1.9,0.9
2023-10-27 08:51:38,WLDs,KT Rolster,LNG Esports,1,over,game_duration 29.5,14.38%,Bet365,win,1.83,0.83
2023-10-27 09:46:51,WLDs,KT Rolster,LNG Esports,2,over,game_duration 29.5,14.38%,Bet365,win,1.83,0.83
2023-10-27 10:40:01,WLDs,LNG Esports,KT Rolster,3,over,game_duration 29.5,14.38%,Bet365,loss,1.83,-1.0
2023-10-28 08:57:01,WLDs,T1,Bilibili Gaming,1,over,total_kills 25.5,13.56%,Dafabet,loss,1.817,-1.0
2023-10-28 09:44:55,WLDs,Bilibili Gaming,T1,2,over,total_kills 25.5,13.56%,Dafabet,loss,1.817,-1.0
2023-10-28 08:57:01,WLDs,T1,Bilibili Gaming,1,under,total_barons 1.5,15.62%,Dafabet,win,1.85,0.85
2023-10-28 09:44:55,WLDs,Bilibili Gaming,T1,2,under,total_barons 1.5,15.62%,Dafabet,win,1.85,0.85
2023-10-28 08:57:01,WLDs,T1,Bilibili Gaming,1,under,game_duration 31.0,5.38%,Dafabet,win,1.916,0.92
2023-10-28 09:44:55,WLDs,Bilibili Gaming,T1,2,under,game_duration 31.0,5.38%,Dafabet,loss,1.916,-1.0
2023-10-28 08:57:01,WLDs,T1,Bilibili Gaming,1,FD,first_dragon T1,10.94%,Dafabet,win,1.849,0.85
2023-10-28 09:44:55,WLDs,Bilibili Gaming,T1,2,FD,first_dragon T1,10.94%,Dafabet,loss,1.849,-1.0
2023-10-28 05:12:34,LAS,Hanwha Life Esports Academy,OKSavingsBank BRION Academy,1,FD,first_dragon OKSavingsBank BRION Academy,24.25%,Dafabet,loss,1.988,-1.0
2023-10-28 06:05:34,LAS,OKSavingsBank BRION Academy,Hanwha Life Esports Academy,2,FD,first_dragon OKSavingsBank BRION Academy,24.25%,Dafabet,win,1.988,0.99
2023-10-28 07:11:53,WLDs,NRG,G2 Esports,1,over,total_dragons 4.5,12.50%,Bet365,loss,2.25,-1.0
2023-10-28 08:04:52,WLDs,G2 Esports,NRG,2,over,total_dragons 4.5,12.50%,Bet365,loss,2.25,-1.0
2023-10-28 07:11:53,WLDs,NRG,G2 Esports,1,over,total_towers 12.5,23.75%,Bet365,loss,2.25,-1.0
2023-10-28 08:04:52,WLDs,G2 Esports,NRG,2,over,total_towers 12.5,23.75%,Bet365,loss,2.25,-1.0
2023-10-28 07:11:53,WLDs,NRG,G2 Esports,1,over,total_kills 25.5,18.95%,Bet365,win,1.83,0.83
2023-10-28 08:04:52,WLDs,G2 Esports,NRG,2,over,total_kills 25.5,18.95%,Bet365,win,1.83,0.83
2023-10-28 07:11:53,WLDs,NRG,G2 Esports,1,over,game_duration 29.5,18.95%,Bet365,win,1.83,0.83
2023-10-28 08:04:52,WLDs,G2 Esports,NRG,2,over,game_duration 29.5,18.95%,Bet365,loss,1.83,-1.0
2023-10-28 07:11:53,WLDs,NRG,G2 Esports,1,over,total_barons 1.5,36.27%,Bet365,loss,2.37,-1.0
2023-10-28 08:04:52,WLDs,G2 Esports,NRG,2,over,total_barons 1.5,36.27%,Bet365,loss,2.37,-1.0
2023-10-28 07:11:53,WLDs,NRG,G2 Esports,1,over,total_kills 24.5,37.25%,Bet365,win,1.83,0.83
2023-10-28 08:04:52,WLDs,G2 Esports,NRG,2,over,total_kills 24.5,37.25%,Bet365,win,1.83,0.83
2023-10-28 07:11:53,WLDs,NRG,G2 Esports,1,over,game_duration 30.5,9.80%,Bet365,win,1.83,0.83
2023-10-28 08:04:52,WLDs,G2 Esports,NRG,2,over,game_duration 30.5,9.80%,Bet365,loss,1.83,-1.0
2023-10-28 07:11:53,WLDs,NRG,G2 Esports,1,over,total_towers 11.5,12.70%,Bet365,loss,1.61,-1.0
2023-10-28 08:04:52,WLDs,G2 Esports,NRG,2,over,total_towers 11.5,12.70%,Bet365,loss,1.61,-1.0
2023-10-28 07:11:53,WLDs,NRG,G2 Esports,1,over,total_kills 26.5,5.22%,Bet365,loss,1.83,-1.0
2023-10-28 08:04:52,WLDs,G2 Esports,NRG,2,over,total_kills 26.5,5.22%,Bet365,win,1.83,0.83
2023-10-28 08:57:01,WLDs,T1,Bilibili Gaming,1,under,total_inhibitors 1.5,23.50%,Bet365,loss,1.9,-1.0
2023-10-28 09:44:55,WLDs,Bilibili Gaming,T1,2,under,total_inhibitors 1.5,23.50%,Bet365,win,1.9,0.9
2023-10-28 08:57:01,WLDs,T1,Bilibili Gaming,1,under,total_dragons 4.5,7.50%,Bet365,win,1.72,0.72
2023-10-28 09:44:55,WLDs,Bilibili Gaming,T1,2,under,total_dragons 4.5,7.50%,Bet365,loss,1.72,-1.0
2023-10-28 08:57:01,WLDs,T1,Bilibili Gaming,1,under,total_towers 12.5,11.80%,Bet365,win,1.72,0.72
2023-10-28 09:44:55,WLDs,Bilibili Gaming,T1,2,under,total_towers 12.5,11.80%,Bet365,win,1.72,0.72
2023-10-28 08:57:01,WLDs,T1,Bilibili Gaming,1,over,total_kills 24.5,18.95%,Bet365,loss,1.83,-1.0
2023-10-28 09:44:55,WLDs,Bilibili Gaming,T1,2,over,total_kills 24.5,18.95%,Bet365,loss,1.83,-1.0
2023-10-31 18:44:30,IC,Los Heretics,Case Esports,1,FD,first_dragon Case Esports,102.40%,Dafabet,loss,2.024,-1.0
2023-10-31 19:39:53,IC,Case Esports,Los Heretics,2,FD,first_dragon Case Esports,102.40%,Dafabet,loss,2.024,-1.0
2023-10-31 17:04:25,IC,Movistar Riders,Kawaii Kiwis,1,FD,first_dragon Kawaii Kiwis,66.75%,Dafabet,loss,2.263,-1.0
2023-10-31 17:50:52,IC,Movistar Riders,Kawaii Kiwis,2,FD,first_dragon Kawaii Kiwis,66.75%,Dafabet,win,2.263,1.26
2023-10-31 18:44:30,IC,Los Heretics,Case Esports,1,over,total_dragons 4.5,14.27%,Bet365,win,2.37,1.37
2023-10-31 19:39:53,IC,Case Esports,Los Heretics,2,over,total_dragons 4.5,14.27%,Bet365,loss,2.37,-1.0
2023-10-31 18:44:30,IC,Los Heretics,Case Esports,1,over,game_duration 29.5,18.73%,Bet365,win,1.83,0.83
2023-10-31 19:39:53,IC,Case Esports,Los Heretics,2,over,game_duration 29.5,18.73%,Bet365,loss,1.83,-1.0
2023-10-31 18:44:30,IC,Los Heretics,Case Esports,1,under,total_inhibitors 1.5,12.50%,Bet365,loss,2.25,-1.0
2023-10-31 19:39:53,IC,Case Esports,Los Heretics,2,under,total_inhibitors 1.5,12.50%,Bet365,loss,2.25,-1.0
2023-10-31 18:44:30,IC,Los Heretics,Case Esports,1,over,total_barons 1.5,17.09%,Bet365,win,2.37,1.37
2023-10-31 19:39:53,IC,Case Esports,Los Heretics,2,over,total_barons 1.5,17.09%,Bet365,loss,2.37,-1.0
2023-11-01 17:04:23,IC,UCAM Tokiers,Finetwork KOI,1,FD,first_dragon Finetwork KOI,5.28%,Dafabet,loss,1.627,-1.0
2023-11-01 17:54:18,IC,Finetwork KOI,UCAM Tokiers,2,FD,first_dragon Finetwork KOI,5.28%,Dafabet,loss,1.627,-1.0
2023-11-01 17:04:23,IC,UCAM Tokiers,Finetwork KOI,1,over,game_duration 31.0,17.17%,Dafabet,loss,1.897,-1.0
2023-11-01 17:54:18,IC,Finetwork KOI,UCAM Tokiers,2,over,game_duration 31.0,17.17%,Dafabet,win,1.897,0.9
2023-11-01 17:04:23,IC,UCAM Tokiers,Finetwork KOI,1,over,total_barons 1.5,36.19%,Dafabet,win,2.437,1.44
2023-11-01 17:54:18,IC,Finetwork KOI,UCAM Tokiers,2,over,total_barons 1.5,36.19%,Dafabet,win,2.437,1.44
2023-11-01 17:04:23,IC,UCAM Tokiers,Finetwork KOI,1,FD,first_dragon UCAM Tokiers,7.40%,Dafabet,win,2.148,1.15
2023-11-01 17:54:18,IC,Finetwork KOI,UCAM Tokiers,2,FD,first_dragon UCAM Tokiers,7.40%,Dafabet,win,2.148,1.15
2023-11-01 18:50:08,IC,Giants,Rebels Gaming,1,FD,first_dragon Rebels Gaming,25.82%,Dafabet,win,1.73,0.73
2023-11-01 19:41:35,IC,Giants,Rebels Gaming,2,FD,first_dragon Rebels Gaming,25.82%,Dafabet,win,1.73,0.73
2023-11-01 20:30:15,IC,Rebels Gaming,Giants,3,FD,first_dragon Rebels Gaming,25.82%,Dafabet,loss,1.73,-1.0
2023-11-01 18:50:08,IC,Giants,Rebels Gaming,1,under,total_towers 12.5,5.40%,Bet365,win,1.57,0.57
2023-11-01 19:41:35,IC,Giants,Rebels Gaming,2,under,total_towers 12.5,5.40%,Bet365,win,1.57,0.57
2023-11-01 20:30:15,IC,Rebels Gaming,Giants,3,under,total_towers 12.5,5.40%,Bet365,win,1.57,0.57
2023-11-01 18:50:08,IC,Giants,Rebels Gaming,1,under,total_kills 28.5,20.29%,Bet365,loss,1.83,-1.0
2023-11-01 19:41:35,IC,Giants,Rebels Gaming,2,under,total_kills 28.5,20.29%,Bet365,loss,1.83,-1.0
2023-11-01 20:30:15,IC,Rebels Gaming,Giants,3,under,total_kills 28.5,20.29%,Bet365,loss,1.83,-1.0
2023-11-01 18:50:08,IC,Giants,Rebels Gaming,1,under,game_duration 31.5,22.85%,Bet365,win,1.83,0.83
2023-11-01 19:41:35,IC,Giants,Rebels Gaming,2,under,game_duration 31.5,22.85%,Bet365,win,1.83,0.83
2023-11-01 20:30:15,IC,Rebels Gaming,Giants,3,under,game_duration 31.5,22.85%,Bet365,loss,1.83,-1.0
2023-11-01 18:50:08,IC,Giants,Rebels Gaming,1,under,total_inhibitors 1.5,23.51%,Bet365,win,2.25,1.25
2023-11-01 19:41:35,IC,Giants,Rebels Gaming,2,under,total_inhibitors 1.5,23.51%,Bet365,win,2.25,1.25
2023-11-01 20:30:15,IC,Rebels Gaming,Giants,3,under,total_inhibitors 1.5,23.51%,Bet365,win,2.25,1.25
2023-11-01 18:50:08,IC,Giants,Rebels Gaming,1,under,total_dragons 4.5,11.40%,Bet365,win,1.8,0.8
2023-11-01 19:41:35,IC,Giants,Rebels Gaming,2,under,total_dragons 4.5,11.40%,Bet365,win,1.8,0.8
2023-11-01 20:30:15,IC,Rebels Gaming,Giants,3,under,total_dragons 4.5,11.40%,Bet365,loss,1.8,-1.0
2023-11-01 18:50:08,IC,Giants,Rebels Gaming,1,under,total_kills 29.5,35.65%,Bet365,loss,1.83,-1.0
2023-11-01 19:41:35,IC,Giants,Rebels Gaming,2,under,total_kills 29.5,35.65%,Bet365,loss,1.83,-1.0
2023-11-01 20:30:15,IC,Rebels Gaming,Giants,3,under,total_kills 29.5,35.65%,Bet365,loss,1.83,-1.0
2023-11-02 08:13:28,WLDs,NRG,Weibo Gaming,1,over,total_dragons 4.5,25.00%,Bet365,win,2.5,1.5
2023-11-02 09:12:07,WLDs,NRG,Weibo Gaming,2,over,total_dragons 4.5,25.00%,Bet365,win,2.5,1.5
2023-11-02 10:05:45,WLDs,NRG,Weibo Gaming,3,over,total_dragons 4.5,25.00%,Bet365,loss,2.5,-1.0
2023-11-02 08:13:28,WLDs,NRG,Weibo Gaming,1,over,total_kills 24.5,17.00%,Bet365,loss,1.8,-1.0
2023-11-02 09:12:07,WLDs,NRG,Weibo Gaming,2,over,total_kills 24.5,17.00%,Bet365,win,1.8,0.8
2023-11-02 10:05:45,WLDs,NRG,Weibo Gaming,3,over,total_kills 24.5,17.00%,Bet365,win,1.8,0.8
2023-11-02 08:13:28,WLDs,NRG,Weibo Gaming,1,over,game_duration 30.5,9.80%,Bet365,win,1.83,0.83
2023-11-02 09:12:07,WLDs,NRG,Weibo Gaming,2,over,game_duration 30.5,9.80%,Bet365,win,1.83,0.83
2023-11-02 10:05:45,WLDs,NRG,Weibo Gaming,3,over,game_duration 30.5,9.80%,Bet365,loss,1.83,-1.0
2023-11-02 08:13:28,WLDs,NRG,Weibo Gaming,1,over,total_barons 1.5,35.00%,Bet365,win,2.25,1.25
2023-11-02 09:12:07,WLDs,NRG,Weibo Gaming,2,over,total_barons 1.5,35.00%,Bet365,win,2.25,1.25
2023-11-02 10:05:45,WLDs,NRG,Weibo Gaming,3,over,total_barons 1.5,35.00%,Bet365,loss,2.25,-1.0
2023-11-03 08:12:32,WLDs,Gen.G,Bilibili Gaming,1,under,total_dragons 4.5,12.70%,Bet365,loss,1.61,-1.0
2023-11-03 09:05:56,WLDs,Bilibili Gaming,Gen.G,2,under,total_dragons 4.5,12.70%,Bet365,win,1.61,0.61
2023-11-03 09:53:00,WLDs,Gen.G,Bilibili Gaming,3,under,total_dragons 4.5,12.70%,Bet365,loss,1.61,-1.0
2023-11-03 10:59:02,WLDs,Bilibili Gaming,Gen.G,4,under,total_dragons 4.5,12.70%,Bet365,loss,1.61,-1.0
2023-11-03 11:54:23,WLDs,Bilibili Gaming,Gen.G,5,under,total_dragons 4.5,12.70%,Bet365,loss,1.61,-1.0
2023-11-03 08:12:32,WLDs,Gen.G,Bilibili Gaming,1,under,total_towers 12.5,12.70%,Bet365,win,1.61,0.61
2023-11-03 09:05:56,WLDs,Bilibili Gaming,Gen.G,2,under,total_towers 12.5,12.70%,Bet365,win,1.61,0.61
2023-11-03 09:53:00,WLDs,Gen.G,Bilibili Gaming,3,under,total_towers 12.5,12.70%,Bet365,loss,1.61,-1.0
2023-11-03 10:59:02,WLDs,Bilibili Gaming,Gen.G,4,under,total_towers 12.5,12.70%,Bet365,win,1.61,0.61
2023-11-03 11:54:23,WLDs,Bilibili Gaming,Gen.G,5,under,total_towers 12.5,12.70%,Bet365,loss,1.61,-1.0
2023-11-03 08:12:32,WLDs,Gen.G,Bilibili Gaming,1,under,game_duration 31.5,23.53%,Bet365,win,1.83,0.83
2023-11-03 09:05:56,WLDs,Bilibili Gaming,Gen.G,2,under,game_duration 31.5,23.53%,Bet365,win,1.83,0.83
2023-11-03 09:53:00,WLDs,Gen.G,Bilibili Gaming,3,under,game_duration 31.5,23.53%,Bet365,loss,1.83,-1.0
2023-11-03 10:59:02,WLDs,Bilibili Gaming,Gen.G,4,under,game_duration 31.5,23.53%,Bet365,loss,1.83,-1.0
2023-11-03 11:54:23,WLDs,Bilibili Gaming,Gen.G,5,under,game_duration 31.5,23.53%,Bet365,loss,1.83,-1.0
2023-11-03 08:12:32,WLDs,Gen.G,Bilibili Gaming,1,under,total_inhibitors 1.5,35.00%,Bet365,win,2.0,1.0
2023-11-03 09:05:56,WLDs,Bilibili Gaming,Gen.G,2,under,total_inhibitors 1.5,35.00%,Bet365,loss,2.0,-1.0
2023-11-03 09:53:00,WLDs,Gen.G,Bilibili Gaming,3,under,total_inhibitors 1.5,35.00%,Bet365,loss,2.0,-1.0
2023-11-03 10:59:02,WLDs,Bilibili Gaming,Gen.G,4,under,total_inhibitors 1.5,35.00%,Bet365,win,2.0,1.0
2023-11-03 11:54:23,WLDs,Bilibili Gaming,Gen.G,5,under,total_inhibitors 1.5,35.00%,Bet365,loss,2.0,-1.0
2023-11-03 08:12:32,WLDs,Gen.G,Bilibili Gaming,1,under,total_barons 1.5,14.38%,Bet365,win,1.83,0.83
2023-11-03 09:05:56,WLDs,Bilibili Gaming,Gen.G,2,under,total_barons 1.5,14.38%,Bet365,loss,1.83,-1.0
